Age;Gender;Education Level;Job Title;Years of Experience;Salary;Class
34;Male;Master's Degree;Software Engineer Manager;9;146075,00;Alto
46;Female;Bachelor's Degree;Back end Developer;18;155795,00;Alto
35;Male;Master's Degree;Full Stack Engineer;9;132638,00;Medio
49;Female;PhD;Software Engineer Manager;22;178684,00;Alto
32;Male;Bachelor's Degree;Senior Software Engineer;7;106218,00;Medio
54;Male;Master's Degree;Full Stack Engineer;28;191239,00;Muy Alto
26;Female;Master's Degree;Front end Developer;2;65840,00;Bajo
23;Male;PhD;Software Engineer Manager;0;52779,00;Bajo
48;Female;Master's Degree;Senior Software Engineer;23;185038,00;Alto
38;Male;Bachelor's Degree;Back end Developer;14;136449,00;Medio
30;Female;Master's Degree;Full Stack Engineer;6;110707,00;Medio
40;Male;Master's Degree;Software Engineer Manager;17;151670,00;Alto
45;Female;Bachelor's Degree;Senior Project Engineer;21;167015,00;Alto
36;Male;Master's Degree;Full Stack Engineer;13;146508,00;Alto
52;Male;PhD;Software Engineer Manager;27;190596,00;Muy Alto
31;Female;Bachelor's Degree;Senior Software Engineer;6;104378,00;Medio
26;Male;Master's Degree;Full Stack Engineer;3;70216,00;Bajo
30;Female;Master's Degree;Senior Project Engineer;5;101733,00;Medio
24;Male;Bachelor's Degree;Back end Developer;1;55935,00;Bajo
45;Male;Master's Degree;Senior Software Engineer;21;180367,00;Alto
33;Female;Master's Degree;Full Stack Engineer;9;135596,00;Medio
38;Male;Bachelor's Degree;Front end Developer;11;136062,00;Medio
54;Female;PhD;Software Engineer Manager;32;191267,00;Muy Alto
42;Male;Master's Degree;Full Stack Engineer;19;177347,00;Alto
29;Female;Bachelor's Degree;Full Stack Engineer;6;103579,00;Medio
45;Male;Master's Degree;Software Engineer Manager;19;163780,00;Alto
36;Male;Bachelor's Degree;Front end Developer;12;137878,00;Medio
30;Female;Master's Degree;Senior Project Engineer;4;92438,00;Bajo
28;Male;Master's Degree;Full Stack Engineer;5;84181,00;Bajo
46;Female;PhD;Software Engineer Manager;21;174821,00;Alto
34;Male;Bachelor's Degree;Back end Developer;10;126520,00;Medio
44;Male;Master's Degree;Senior Software Engineer;18;152168,00;Alto
55;Female;PhD;Software Engineer Manager;29;190543,00;Muy Alto
35;Male;Master's Degree;Full Stack Engineer;9;131547,00;Medio
54;Male;Bachelor's Degree;Senior Project Engineer;28;192292,00;Muy Alto
23;Female;High School;Back end Developer;1;52807,00;Bajo
46;Male;Master's Degree;Senior Software Engineer;20;174938,00;Alto
33;Female;Bachelor's Degree;Full Stack Engineer;8;124071,00;Medio
26;Male;Master's Degree;Front end Developer;3;73640,00;Bajo
43;Female;PhD;Software Engineer Manager;19;156486,00;Alto
36;Male;Master's Degree;Full Stack Engineer;11;138859,00;Medio
23;Female;Bachelor's Degree;Senior Project Engineer;0;52831,00;Bajo
49;Male;Master's Degree;Software Engineer Manager;23;182392,00;Alto
35;Female;Master's Degree;Full Stack Engineer;11;151078,00;Alto
31;Male;Bachelor's Degree;Back end Developer;8;100679,00;Medio
54;Other;High School;Senior Software Engineer;29;158966,00;Alto
43;Male;Master's Degree;Full Stack Engineer;20;167924,00;Alto
33;Female;Master's Degree;Senior Project Engineer;10;113334,00;Medio
52;Female;PhD;Software Engineer Manager;29;194778,00;Muy Alto
28;Male;Bachelor's Degree;Full Stack Engineer;4;77606,00;Bajo
36;Female;Master's Degree;Senior Software Engineer;13;140010,00;Medio
43;Male;Bachelor's Degree;Senior Project Engineer;20;142421,00;Medio
50;Female;Master's Degree;Full Stack Engineer;24;192756,00;Muy Alto
24;Male;PhD;Software Engineer Manager;1;106686,00;Medio
52;Male;Master's Degree;Senior Software Engineer;27;186794,00;Alto
46;Female;Bachelor's Degree;Back end Developer;19;150729,00;Alto
38;Male;Master's Degree;Full Stack Engineer;15;171652,00;Alto
29;Male;Bachelor's Degree;Senior Project Engineer;6;88552,00;Bajo
33;Female;Master's Degree;Front end Developer;9;119918,00;Medio
47;Male;PhD;Software Engineer Manager;21;174985,00;Alto
45;Female;Master's Degree;Senior Software Engineer;23;174336,00;Alto
28;Male;Bachelor's Degree;Back end Developer;4;72389,00;Bajo
42;Female;Master's Degree;Full Stack Engineer;14;163978,00;Alto
46;Male;Bachelor's Degree;Senior Project Engineer;25;166958,00;Alto
38;Female;PhD;Software Engineer Manager;15;145052,00;Alto
54;Male;Master's Degree;Senior Software Engineer;32;195270,00;Muy Alto
33;Female;Master's Degree;Full Stack Engineer;8;122970,00;Medio
27;Male;High School;Back end Developer;4;80247,00;Bajo
50;Female;Bachelor's Degree;Senior Project Engineer;25;177862,00;Alto
26;Male;Master's Degree;Full Stack Engineer;4;91062,00;Bajo
31;Female;Master's Degree;Senior Software Engineer;6;114290,00;Medio
35;Male;Bachelor's Degree;Front end Developer;10;128999,00;Medio
44;Female;PhD;Software Engineer Manager;18;162454,00;Alto
32;Male;Master's Degree;Senior Project Engineer;8;122354,00;Medio
54;Male;Bachelor's Degree;Full Stack Engineer;25;179756,00;Alto
26;Female;Master's Degree;Front end Developer;3;73218,00;Bajo
23;Male;PhD;Software Engineer Manager;0;52612,00;Bajo
48;Female;Master's Degree;Senior Software Engineer;24;184480,00;Alto
38;Male;Bachelor's Degree;Back end Developer;12;132442,00;Medio
30;Female;Master's Degree;Full Stack Engineer;5;102828,00;Medio
40;Male;Master's Degree;Software Engineer Manager;16;150301,00;Alto
45;Female;Bachelor's Degree;Senior Project Engineer;22;171468,00;Alto
36;Male;Master's Degree;Full Stack Engineer;13;147326,00;Alto
52;Male;PhD;Software Engineer Manager;26;185982,00;Alto
31;Female;Bachelor's Degree;Senior Software Engineer;7;108267,00;Medio
26;Male;Master's Degree;Full Stack Engineer;4;91397,00;Bajo
30;Female;Master's Degree;Senior Project Engineer;5;100867,00;Medio
24;Male;Bachelor's Degree;Back end Developer;2;64182,00;Bajo
45;Male;Master's Degree;Senior Software Engineer;22;182506,00;Alto
33;Female;Master's Degree;Full Stack Engineer;9;136986,00;Medio
38;Male;Bachelor's Degree;Front end Developer;11;136662,00;Medio
54;Female;PhD;Software Engineer Manager;32;191510,00;Muy Alto
42;Male;Master's Degree;Full Stack Engineer;19;177347,00;Alto
28;Female;Bachelor's Degree;Senior Project Engineer;3;70397,00;Bajo
34;Male;Master's Degree;Software Engineer Manager;9;146075,00;Alto
46;Female;Bachelor's Degree;Back end Developer;18;155795,00;Alto
35;Male;Master's Degree;Full Stack Engineer;9;132638,00;Medio
49;Female;PhD;Software Engineer Manager;22;178684,00;Alto
32;Male;Bachelor's Degree;Senior Software Engineer;7;106218,00;Medio
54;Male;Master's Degree;Full Stack Engineer;28;191239,00;Muy Alto
26;Female;Master's Degree;Front end Developer;2;65840,00;Bajo
23;Male;PhD;Software Engineer Manager;0;52779,00;Bajo
48;Female;Master's Degree;Senior Software Engineer;23;185038,00;Alto
38;Male;Bachelor's Degree;Back end Developer;14;136449,00;Medio
30;Female;Master's Degree;Full Stack Engineer;6;110707,00;Medio
40;Male;Master's Degree;Software Engineer Manager;17;151670,00;Alto
45;Female;Bachelor's Degree;Senior Project Engineer;21;167015,00;Alto
36;Male;Master's Degree;Full Stack Engineer;13;146508,00;Alto
52;Male;PhD;Software Engineer Manager;27;190596,00;Muy Alto
31;Female;Bachelor's Degree;Senior Software Engineer;6;104378,00;Medio
26;Male;Master's Degree;Full Stack Engineer;3;70216,00;Bajo
30;Female;Master's Degree;Senior Project Engineer;5;101733,00;Medio
24;Male;Bachelor's Degree;Back end Developer;1;55935,00;Bajo
45;Male;Master's Degree;Senior Software Engineer;21;180367,00;Alto
33;Female;Master's Degree;Full Stack Engineer;9;135596,00;Medio
38;Male;Bachelor's Degree;Front end Developer;11;136062,00;Medio
54;Female;PhD;Software Engineer Manager;32;191267,00;Muy Alto
42;Male;Master's Degree;Full Stack Engineer;19;177347,00;Alto
28;Female;Bachelor's Degree;Senior Project Engineer;3;70397,00;Bajo
34;Male;Master's Degree;Software Engineer Manager;9;146075,00;Alto
46;Female;Bachelor's Degree;Back end Developer;18;155795,00;Alto
35;Male;Master's Degree;Full Stack Engineer;9;132638,00;Medio
49;Female;PhD;Software Engineer Manager;22;178684,00;Alto
32;Male;Bachelor's Degree;Senior Software Engineer;7;106218,00;Medio
54;Male;Master's Degree;Full Stack Engineer;28;191239,00;Muy Alto
26;Female;Master's Degree;Front end Developer;2;65840,00;Bajo
23;Male;PhD;Software Engineer Manager;0;52779,00;Bajo
48;Female;Master's Degree;Senior Software Engineer;23;185038,00;Alto
38;Male;Bachelor's Degree;Back end Developer;14;136449,00;Medio
30;Female;Master's Degree;Full Stack Engineer;6;110707,00;Medio
40;Male;Master's Degree;Software Engineer Manager;17;151670,00;Alto
45;Female;Bachelor's Degree;Senior Project Engineer;21;167015,00;Alto
36;Male;Master's Degree;Full Stack Engineer;13;146508,00;Alto
52;Male;PhD;Software Engineer Manager;27;190596,00;Muy Alto
31;Female;Bachelor's Degree;Senior Software Engineer;6;104378,00;Medio
26;Male;Master's Degree;Full Stack Engineer;3;70216,00;Bajo
30;Female;Master's Degree;Senior Project Engineer;5;101733,00;Medio
24;Male;Bachelor's Degree;Back end Developer;1;55935,00;Bajo
45;Male;Master's Degree;Senior Software Engineer;21;180367,00;Alto
33;Female;Master's Degree;Full Stack Engineer;9;135596,00;Medio
38;Male;Bachelor's Degree;Front end Developer;11;136062,00;Medio
54;Female;PhD;Software Engineer Manager;32;191267,00;Muy Alto
42;Male;Master's Degree;Full Stack Engineer;19;177347,00;Alto
29;Female;Bachelor's Degree;Full Stack Engineer;6;103579,00;Medio
45;Male;Master's Degree;Software Engineer Manager;19;163780,00;Alto
36;Male;Bachelor's Degree;Front end Developer;12;137878,00;Medio
30;Female;Master's Degree;Senior Project Engineer;4;92438,00;Bajo
28;Male;Master's Degree;Full Stack Engineer;5;84181,00;Bajo
46;Female;PhD;Software Engineer Manager;21;174821,00;Alto
34;Male;Bachelor's Degree;Back end Developer;10;126520,00;Medio
44;Male;Master's Degree;Senior Software Engineer;18;152168,00;Alto
55;Female;PhD;Software Engineer Manager;29;190543,00;Muy Alto
35;Male;Master's Degree;Full Stack Engineer;9;131547,00;Medio
54;Male;Bachelor's Degree;Senior Project Engineer;28;192292,00;Muy Alto
23;Female;High School;Back end Developer;1;52807,00;Bajo
46;Male;Master's Degree;Senior Software Engineer;20;174938,00;Alto
33;Female;Bachelor's Degree;Full Stack Engineer;8;124071,00;Medio
26;Male;Master's Degree;Front end Developer;3;73640,00;Bajo
43;Female;PhD;Software Engineer Manager;19;156486,00;Alto
36;Male;Master's Degree;Full Stack Engineer;11;138859,00;Medio
23;Female;Bachelor's Degree;Senior Project Engineer;0;52831,00;Bajo
49;Male;Master's Degree;Software Engineer Manager;23;182392,00;Alto
35;Female;Master's Degree;Full Stack Engineer;11;151078,00;Alto
31;Male;Bachelor's Degree;Back end Developer;8;100679,00;Medio
54;Other;High School;Senior Software Engineer;29;158966,00;Alto
43;Male;Master's Degree;Full Stack Engineer;20;167924,00;Alto
33;Female;Master's Degree;Senior Project Engineer;10;113334,00;Medio
52;Female;PhD;Software Engineer Manager;29;194778,00;Muy Alto
28;Male;Bachelor's Degree;Full Stack Engineer;4;77606,00;Bajo
36;Female;Master's Degree;Senior Software Engineer;13;140010,00;Medio
43;Male;Bachelor's Degree;Senior Project Engineer;20;142421,00;Medio
50;Female;Master's Degree;Full Stack Engineer;24;192756,00;Muy Alto
24;Male;PhD;Software Engineer Manager;1;106686,00;Medio
52;Male;Master's Degree;Senior Software Engineer;27;186794,00;Alto
46;Female;Bachelor's Degree;Back end Developer;19;150729,00;Alto
38;Male;Master's Degree;Full Stack Engineer;15;171652,00;Alto
29;Male;Bachelor's Degree;Senior Project Engineer;6;88552,00;Bajo
33;Female;Master's Degree;Front end Developer;9;119918,00;Medio
47;Male;PhD;Software Engineer Manager;21;174985,00;Alto
45;Female;Master's Degree;Senior Software Engineer;23;174336,00;Alto
28;Male;Bachelor's Degree;Back end Developer;4;72389,00;Bajo
42;Female;Master's Degree;Full Stack Engineer;14;163978,00;Alto
46;Male;Bachelor's Degree;Senior Project Engineer;25;166958,00;Alto
38;Female;PhD;Software Engineer Manager;15;145052,00;Alto
54;Male;Master's Degree;Senior Software Engineer;32;195270,00;Muy Alto
33;Female;Master's Degree;Full Stack Engineer;8;122970,00;Medio
27;Male;High School;Back end Developer;4;80247,00;Bajo
50;Female;Bachelor's Degree;Senior Project Engineer;25;177862,00;Alto
26;Male;Master's Degree;Full Stack Engineer;4;91062,00;Bajo
31;Female;Master's Degree;Senior Software Engineer;6;114290,00;Medio
35;Male;Bachelor's Degree;Front end Developer;10;128999,00;Medio
44;Female;PhD;Software Engineer Manager;18;162454,00;Alto
32;Male;Master's Degree;Senior Project Engineer;8;122354,00;Medio
54;Male;Bachelor's Degree;Full Stack Engineer;25;179756,00;Alto
26;Female;Master's Degree;Front end Developer;3;73218,00;Bajo
23;Male;PhD;Software Engineer Manager;0;52612,00;Bajo
48;Female;Master's Degree;Senior Software Engineer;23;185038,00;Alto
38;Male;Bachelor's Degree;Back end Developer;12;132442,00;Medio
30;Female;Master's Degree;Full Stack Engineer;5;102828,00;Medio
40;Male;Master's Degree;Software Engineer Manager;16;150301,00;Alto
45;Female;Bachelor's Degree;Senior Project Engineer;22;171468,00;Alto
36;Male;Master's Degree;Full Stack Engineer;13;147326,00;Alto
52;Male;PhD;Software Engineer Manager;26;185982,00;Alto
31;Female;Bachelor's Degree;Senior Software Engineer;7;108267,00;Medio
26;Male;Master's Degree;Full Stack Engineer;3;91397,00;Bajo
30;Female;Master's Degree;Senior Project Engineer;5;100867,00;Medio
24;Male;Bachelor's Degree;Back end Developer;2;64182,00;Bajo
45;Male;Master's Degree;Senior Software Engineer;22;182506,00;Alto
33;Female;Master's Degree;Full Stack Engineer;9;136986,00;Medio
38;Male;Bachelor's Degree;Front end Developer;11;136662,00;Medio
54;Female;PhD;Software Engineer Manager;32;191510,00;Muy Alto
42;Male;Master's Degree;Full Stack Engineer;19;177347,00;Alto
28;Female;Bachelor's Degree;Senior Project Engineer;4;82944,00;Bajo
48;Male;PhD;Software Engineer Manager;23;188288,00;Alto
36;Female;Master's Degree;Senior Software Engineer;14;141090,00;Medio
43;Male;Bachelor's Degree;Full Stack Engineer;19;152726,00;Alto
33;Female;Master's Degree;Back end Developer;9;124141,00;Medio
26;Male;Bachelor's Degree;Front end Developer;3;67556,00;Bajo
50;Female;Master's Degree;Senior Project Engineer;22;182768,00;Alto
41;Male;PhD;Software Engineer Manager;15;148727,00;Alto
29;Female;Bachelor's Degree;Full Stack Engineer;6;91903,00;Bajo
38;Male;Master's Degree;Senior Software Engineer;14;147708,00;Alto
48;Female;Bachelor's Degree;Senior Project Engineer;21;163209,00;Alto
31;Male;Master's Degree;Full Stack Engineer;8;120288,00;Medio
45;Male;PhD;Software Engineer Manager;21;170226,00;Alto
35;Female;Master's Degree;Senior Software Engineer;11;134979,00;Medio
42;Male;Bachelor's Degree;Back end Developer;16;137489,00;Medio
27;Female;Master's Degree;Full Stack Engineer;4;83577,00;Bajo
33;Male;Bachelor's Degree;Front end Developer;9;117904,00;Medio
36;Female;Master's Degree;Senior Project Engineer;11;134482,00;Medio
54;Male;PhD;Software Engineer Manager;30;184660,00;Alto
30;Female;Bachelor's Degree;Senior Software Engineer;5;100151,00;Medio
26;Male;Master's Degree;Full Stack Engineer;3;88678,00;Bajo
45;Female;PhD;Senior Project Engineer;21;181285,00;Alto
38;Male;Master's Degree;Software Engineer Manager;16;154990,00;Alto
31;Female;Bachelor's Degree;Full Stack Engineer;7;108204,00;Medio
42;Male;Master's Degree;Senior Software Engineer;19;175684,00;Alto
28;Female;Bachelor's Degree;Back end Developer;5;77766,00;Bajo
48;Male;PhD;Software Engineer Manager;24;192211,00;Muy Alto
36;Female;Master's Degree;Full Stack Engineer;13;144647,00;Alto
43;Male;Bachelor's Degree;Senior Project Engineer;20;162231,00;Alto
33;Female;Master's Degree;Front end Developer;9;121120,00;Medio
26;Male;Bachelor's Degree;Full Stack Engineer;4;79652,00;Bajo
50;Female;Master's Degree;Senior Software Engineer;21;177002,00;Alto
27;Male;Master's Degree;Back end Developer;5;87584,00;Bajo
38;Female;Bachelor's Degree;Senior Project Engineer;13;131860,00;Medio
54;Male;PhD;Software Engineer Manager;28;182013,00;Alto
31;Female;Master's Degree;Full Stack Engineer;7;108799,00;Medio
36;Male;Bachelor's Degree;Senior Software Engineer;13;135378,00;Medio
45;Female;Master's Degree;Software Engineer Manager;22;183530,00;Alto
42;Male;Bachelor's Degree;Back end Developer;18;150901,00;Alto
28;Female;Master's Degree;Full Stack Engineer;4;82697,00;Bajo
48;Male;PhD;Senior Software Engineer;26;194638,00;Muy Alto
36;Female;Master's Degree;Senior Project Engineer;12;130356,00;Medio
43;Male;Bachelor's Degree;Full Stack Engineer;18;152560,00;Alto
33;Female;Master's Degree;Front end Developer;9;121432,00;Medio
26;Male;Bachelor's Degree;Back end Developer;2;63789,00;Bajo
50;Female;Master's Degree;Senior Software Engineer;23;183690,00;Alto
41;Male;PhD;Software Engineer Manager;16;151310,00;Alto
29;Female;Bachelor's Degree;Full Stack Engineer;6;100358,00;Medio
38;Male;Master's Degree;Senior Software Engineer;15;148437,00;Alto
48;Female;Bachelor's Degree;Senior Project Engineer;22;168691,00;Alto
31;Male;Master's Degree;Full Stack Engineer;8;;Muy Bajo
28;Male;Bachelor's Degree;Software Developer;1;50000,00;Muy Bajo
32;Female;Master's Degree;Product Manager;5;100000,00;Medio
26;Male;Bachelor's Degree;Software Engineer;2;60000,00;Bajo
33;Female;Master's Degree;Data Analyst;6;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;3;70000,00;Bajo
42;Male;PhD;Director of Data Science;12;170000,00;Alto
36;Female;Master's Degree;Data Scientist;8;130000,00;Medio
27;Male;Bachelor's Degree;Software Developer;1;50000,00;Muy Bajo
34;Female;Master's Degree;Product Manager;7;120000,00;Medio
29;Male;Bachelor's Degree;Software Engineer;4;80000,00;Bajo
41;Female;PhD;Senior Data Scientist;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Director of Data Science;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
30;Female;Bachelor's Degree;Software Engineer;4;80000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;3;70000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
27;Female;Bachelor's Degree;Software Engineer;3;70000,00;Bajo
48;Male;PhD;Director of Data Science;18;210000,00;Muy Alto
34;Male;Master's Degree;Data Scientist;9;140000,00;Medio
23;Female;Bachelor's Degree;Software Engineer;1;50000,00;Muy Bajo
32;Male;Master's Degree;Product Manager;7;110000,00;Medio
25;Female;Master's Degree;Software Engineer;2;60000,00;Bajo
37;Male;Bachelor's Degree;Data Analyst;11;160000,00;Alto
28;Male;Bachelor's Degree;Software Engineer;4;75000,00;Bajo
41;Female;PhD;Director of Data Science;16;200000,00;Muy Alto
34;Male;Master's Degree;Data Analyst;8;100000,00;Medio
24;Female;Bachelor's Degree;Software Developer;2;55000,00;Bajo
36;Male;PhD;Senior Data Scientist;12;170000,00;Alto
30;Female;Bachelor's Degree;Software Engineer;5;90000,00;Bajo
29;Male;Bachelor's Degree;Front End Developer;4;80000,00;Bajo
42;Male;Master's Degree;Product Manager;14;180000,00;Alto
26;Male;Bachelor's Degree;Software Developer;2;60000,00;Bajo
35;Female;Master's Degree;Data Analyst;9;120000,00;Medio
